clean_comment,category
else middle 2021 hearing masterpiece?,0
u know daft punk,-1
heard daft punk dance 3,0
"hey kanye fans, still love praise hitler nazis?",0
sure sampled form cola song but take talent make infamous song famous one,0
guy aint nuthin but low class wannabe punk biatch,-1
like music but cocky,0
zawsze na topie!,1
mralex40k 6. come back next day say fuck didnt work .,-1
look familiar......wait akira!,1
anyone 153 b.c?,0
beautiful tribute song great architect never stopped believing people.,1
guy know not kanye west channel say vevo cuz company yeah give daft punk credit but bottom line kanye west not post cuz kanye west vevo guy know vevo different company,0
miss old kanye make kanye better,0
great.,1
dont worry guy im next kanye let refine skill year ill 18 year old national phenomenon,1
"cette musique va marqu le 21 sicle, elle restera un mythe, une lgende vivante!",0
booo copied daft punk,-1
wow didnt even credit daft punk,-1
si hablas espaol que sepas que la vacunas estn bien pero gusta tu msica,0
remember kanye really good??? remember vibing backseat happy meal song?,1
"daft punk lyric work harder, make better, faster, make u stronger",1
"dennis7owner pple arent bitching adds, increase adds... major increase... since google bought youtube google using youtube profit, dont care users, cash flow. hav always ad keep site going, but vry few, ca cost origanol owner pay bandwidth recreation, not full time job... b4 u start bitchin pple bitching ads, figure theyr actual bitchin",-1
"lol, okay bud",1
"true, video mentioned title description ft. daft punk",0
"sweet song, awesome akira part video!",1
tompowell964 biggest gayfish....of time,-1
jogar tibia escutando stronger. melhor poca,1
isnt common knowledge?,0
get inspiration movie akira..,0
bob building army. tank bob google il. copy paste .. youtube u reply,0
"kenpachizarrakix 18 teenage. eighteen. eighteen. may legaly adult, but youre still teenage adult.",0
"goddamn dumbass like wow hear daft punk stonger, kanye thief!",-1
256 face make realise havent done washing up.,0
mistaoneone lol southpark nice man,1
first song ever heard kanye,1
"mitchel121996 haha, episode south park today",1
im responsible nah dude seriously,0
hangover 2 ?p,0
"wow, 8 year later, im still watching this. love song!",1
dakiddanf fuck mean people never heard daft punk!?,-1
yeah fuck !? daft punk song..,-1
point say that?!?!?!,-1
oh god !!!,-1
138 bc anyone??,0
ante no crea en dios pero gracias lord kanye west ahora ya creo en uno,0
026,0
honestly look like train,0
w h w c h n g h n c b e r,0
ox6,0
mais velha q eu mais eh boa,0
censorship lame,-1
linkin park kanye west 4ever,0
"listening song motivates sht better make excited going back gym.. become better, faster, stronger year fella",1
greatest rock star planet?????????? talent??????????? none see!,1
fight club way better never back,1
"53,219,644",0
akira ftw,0
fucking like,1
runescapeindahouse im sayin tht two combined make hell good song people need stop bashing kanye think daft punk gods.,1
cool music but not best music world,0
real name daft punk feat kanye west stronger,0
guy know daft punk asked remix dont you? hell good job. love daft punk but im big kanye fan. made mistake but hell hasnt? still chose listen music ....well face it... great music.,1
je suis un putain de gnie moi ! jsuis pa un poisson !,0
japan,0
good music. let make sht it. completed perfectly....,1
"lyric work it, make it, it, make u harder, better, faster, stronger work harder, make better nnnow dont kill faster, make u stronger make stronger ever ever need hurry work never cause cant wait much longer work harder, make better know got right faster, make u stronger cause cant get much wronger ever ever man ive waitin night work",0
ppl please stop posting incident 1 fucking second pleeeaaseeeee!? im pretty sure everyone fucking know happened damn!,-1
waatchin 2211,0
fuck kanye,-1
"kyraddarko actually spelled because, also put comma front instead period, shouldnt capitalized either . saying. lol",0
thumb still listening 2050,1
ahora los nios la usan para hacer su video de si sale tu youtuber favorito te suscribes,0
like part throughout hole song work harder make better faster make u stronger,1
kashawnia13 pshhhhhhhhhhhhhh less kanye daft punk,-1
heard song never back jake tyler,0
reference movie akira?,0
11072018,0
go japaaaaaaaaaan!!!!!!!!!!!,1
shut listen masterpiece,1
23.10.2018 stronger,0
lol door number 566 lol guy really make convincing but still give ppl doubt it... u know im talking,0
poca boa quando passava no tvz e quando tvz de verdade existia.,0
"jmoneyandstuff nice spelling, jackass.",-1
song goot love,1
video like kind akira musical,0
"kanye west attack kanye west attack paparazzo austin, texas 2013",0
"good part video daft punk , rest ... shity rap , go listen real rap p",1
im stronger lol,1
"troll ya, troll ya, never troll ya",0
tara venese davis,0
u no put ft. daft punk!?,-1
man getting force medicated hunted swat unit david star uniforms. ye blast away sings dont act like never told ya. ye knew year sure lol,-1
kanye make not rapping gave cousin,-1
best album,1
bow presence greatness!,1
gracias por todo kanye,0
"love kanye, think dumbass sometimes, but damn, guy talented, always unique music videos!",1
dot think u know himd,0
love dis even tho old,1
algum brasileiro?,1
"ok, kayne deserves president",1
"tderias man watching since, forever",1
im strongest person life no one take down.,1
"thin line crazy genius, kanye west def genius.",1
saw cassie,0
akira reference okay guess,1
french anything? put kanye ft. daft punk whats hard,-1
tribute portal sth?,0
"current music may not best, but dont think thats bit harsh?",-1
daft punk presente seores,0
kanye west stronger welcome japan,0
"thing kill you, creative",-1
motivation song,0
look dick.......... 029,-1
dat sht,-1
e r c n,0
writing japanese chinese,0
mrfitzonic yes.,0
cant get much wronger oof...,-1
kates best song sample not eve best daft punk song.,1
akira vive,0
soo!! took idea one greatest film ever made akira,1
damnthiscommentisharp,-1
kanye west stupid song awesome song kanye west,1
2024 baby,0
baby need go youre exciting boy come find eye told girl got mood called,1
raversfantasy96 lol,0
good workout dong,1
stupid vevo,-1
"lafayette, louisiana...",0
"author right shown title song, guess daft punk didnt really care shown title.",-1
beautiful w59 httpswww.youtube.comwatch?vrw6vuixlvs,1
video two thing goin daft punk akira references. xd,0
lylejack75 daft punkelectric kanyerapper get fact right dumbass,-1
10 year already???,0
"completely agree kanye ruining song, but try search edwin birdsong cola bottle baby ... youre surprise.",-1
112 fucking tron,-1
rpitcher1 kanyes bitch!,-1
portal type stuff,0
check video,0
made chinad,0
like bar big kanye ego.,0
yo still like thing,1
2018,0
"indeed! see motorcycles, relate begin kanye lab thats akira!",0
"r waiting, hurry white people islam people",-1
well done kanye west bro love ya always,1
champion kanye west !!,1
kanye legend forever legend.,1
never knew meaning video came 12 year ago. day back watch akira know. even read somewhere kanye huge fan akira.,0
"fifa11weare11 wrong ? go daft punk better, harder , faster stronger . p duft punk not kanye west fuck",-1
daft punk kanye. great artists. stop hating,1
no. really say daft punk ft. kanye west.,0
"animecosplaylovers know daft punk helped this, appreciate kany able recognize awesomeness daft punk song, certainly wouldnt used didnt. think daft punk genius able improve songs, time time. rap not music...but guess thats opinion.",1
"finally thought, whatever foxtrot didnt say foxtrot rapfool everyone talk about? listened stronger didnt know material listen music, right? realized jimmy fallon always referencing thats funny. glad studio gone, would hate listen local repeat offender trying hit autotune jackpot.",-1
love glass 3,1
weird writing ?,0
ft. duft punk title??!!!!!!,-1
kanye 3 bby,0
"hey kanye, like fish sticks?",1
love comment coming like video uploaded yesterday. kanye west daft punk beat making greats!,1
dreq jevgut,0
someone tottalyu use first verse him.,0
oww ye,0
heare 2020,0
never back song.,0
enorme !!!!!!!,1
check channel exclusive beats!,0
bryson alexander,0
saying word hater make song decent absolute shit.,-1
"mv inspired akira, movie! go watch it, freaking awesome!!",1
kapri stylez??? o.o,0
2022?,0
muito massa !!!,0
hear song actually feel mentally stronger wanna something crazy ? not psycho .,1
yea daft punk music video well suspect land hand kanye west music stronger p not mater but anyway amazing,1
akiras reference,1
name kanye omari west actually listed option top page choice president united state voting booth 2020.,0
thats funny gay fish south park,0
daft punk not mentioned,-1
legal!,1
2020 else still,0
diamond,1
kanye west feat daft punk stronger .,0
thumb agree,1
daft punk featuring kanye who??,0
tetsuuuuuooooooooooo,0
heard going make live action akira movie,0
kanyewesttvhd not kanye west respect kanye west!,0
kanye west pretty black,0
love song daft punk amazing stop.this stupid silly war people,1
"listen song karate classes, shit didint know kanye made this.",0
kanye west genius.,1
yearoftherabbit1900 aint japan theme rabbit,-1
new meme born 241 called kid kayne,0
say isotoner glove ?,0
first time heard song movie hangover,0
"ye 4, go listen vulture 1!",0
kac vega ii !!!!!!!!!,0
"watching laptop, computer, mobile device, tablet, electronic device?",0
cant make songs? not copy daft punk?,0
"daft punk, made better.",1
not even god know long looked this..,0
song fcking good!,1
nice coll geil,1
never get bored song listen forever amazing !!!,1
"dude video 2009, wanted make joke ...",0
shit real,-1
man cry now. money dont necessarily make happier!,-1
need kanye back.,0
make u strongerrr fasterrrr,1
daft funk te siento,0
kanye run 2020 use speech,0
chainsmoker bring back,0
megatron br,0
appreciate free music though,1
"uh, bad finally found song year since childhood?",1
anyone 7094?,0
"doomkitty2506 mean song sampled make this? harder, better, faster, stronger daft punk many video youtube. not slow doesnt kanye saying random crap top.",0
awsome p,1
gay fish x,0
"like fish sticks? kanye love em youre gay fish. kanye no! genius! sorry kanye, sadly missinformed..",0
anybody nostalgic flipnotes?,0
deserved hit ever,1
man actually recognize scene based akira. really good movie but really odd many ways.,1
thath mask,0
appreciate daft punk fucking video?,-1
lagging,0
song definition recipe goosebump,1
"dont u fucking see daft punk da video????? buy abm , gave fullcredit daft punk , get informed aigt",-1
cant believe guy gonna run president.... win,-1
almost 7 year later,0
kanye west daft punk cool,1
10 year,0
always timeless fusion certified talented people whose song go core bottom souls. sting soothes!,1
thumb hangover 2 bought u,0
14,0
thought daft punk kanye v jb,0
hmaster6000 ammm no thats douche bag,-1
kayne west spree today day long,0
"nice way fucking great daft punk song, biggest douchebag earth rap it. talentless hack..",-1
art sampling.,0
great video,1
still love fish sticks?,1
mercedeschachabaca read title?,0
goofy thumbnail,-1
trkler nerede verin bi,0
"cassie look amazing, song forever favorite, college days.",1
else going daft punk history,0
200million around corner!! hurry,1
4eva1deep thats cool checked tear ground cuz saw comment supporting watched like woah! lol,1
daft motherfucking punk ftw!,-1
"so, paralyze neck youll still stronger?",0
1.36 lajky,0
"kanye west life, kanye west love",1
watching may 2004?,0
doktoretenisa 10 hour get atlease 33k view o.o,0
hooo god why??? ... asco total ese kanye west. daft punk rule,-1
never back anyone!??,0
2016...,0
na na na dotdiri kiv mi,0
greatest song ever.....period,1
u kno u press like,0
49ers need introduced super bowl.,0
dropped donda,0
best remix rap history,1
"okay song like daft punk better xd but dont think itll make people think well japanese people, concern little .o",-1
je ame kanye west,0
"rip kanye, gay fish",-1
cant stop listening,1
r k e 3,0
"know vevo make youtube free? didnt add would pay 5 month watch video add get mad keep site free put add make site free you,they not greedy corporate asses, guy greedy, youtube not free run yet make free you, stop bitching unless want pay youtube! thumb put top get noticed. post vids please.",-1
movie never back,0
hit 2023,0
"md faz 15 ano que vi essa msica estreando, pra mim parece que foi ontem estranho no perceber quanto tempo no passa, ele voa. essa msica foi auge kanye pelo menos aqui no brasil.",0
ok going ignore kanyes drip here? like damn man! might steal fit next time go party corona clear,-1
anyone still 2024?,0
music much better back then!,1
captain america listening music becoming super soldier. mostly comic fan get,0
"came back see 2016 wow, day best everything early 2000s legendary",1
"1431 people not get harder,better,faster,or stronger",0
wastetimeskateboard you? gay fish?,-1
"shit vocal daft punk, yawn",-1
muy buena !,0
thumb agree daft punk ripped kanye off!!!!!,-1
"kanye good songs? cause ive listened suck. goldigger good 8 year ago, but extreme ego bullshit. maybe insecure knob get lip syncing shit thats like im awesome, im hard , im rich cuz arent.",-1
screw kanye. daft punk better.,-1
httpswww.facebook.comevents875934675778505permalink876511629054143,0
rape replay.,-1
dustin william may,0
love song! 2016 still awesome!!,1
kanye got whack,0
heimerdonger!!!,0
top 3 greatest whatever category put ye,1
fake daft punk? really act sucker?,-1
like nike,0
watch 2015.,0
hear yu gi oh abridged version,0
wholl watch prison?,-1
song best song 8,1
anyone watching 3400?,0
trkiye candir 3,0
kanye sucks! big time!!,-1
daft punk kanye good song good video,1
nucca34 ur not exactly helping,-1
"heard original, way? way better. but bias, hate kanye, but love daft",0
autotune full,0
"kayne west 2 track me, awesome, world , one them.",1
prettyfaceesha no isnt... .,0
bar abi den gelenler ?! sjjs,0
"reality democratic party care black community keep line check, slavery mind involuntary slavery.",-1
".. people hate this, awesome, like original one better.",1
fireeeee,0
else feel strong 2019 happy new year,1
gayfish gayfish gayfis...,-1
eye tiger right,0
really listen,0
ur bro kayne east u nut,0
koawesome99 no!? talking about!?,0
m83 si,0
"long day work, kanye west go kanye nest kanye rest. wake feeling kanye best. get kanye dressed kanye vest go kanye quest. go church becomes kanye blessed, hotel room become kanye guest. school take kanye test. forgot brush teeth, run kanye crest? neighbor stole it, kanye pest...",0
"lol kim kardashian video, weird think pregnant baby",0
kanye gayfish.,-1
love thing song,1
algum br ouvindo dezembro 2019?,0
vintage kanye,-1
ok song,0
strong song,1
"daft punk left music industry respect class, feeling isnt gonna happen kanye",-1
rendirse jamas 3 3,0
d.p plagio? versin?,0
"dont know whats bizarre, watching video sound without sound.",-1
"flow lame, beat good p",1
still listen 2017 cause good time memory love,1
used drop tab sound shit.. instantly turning breakdancer lol,-1
graphic cyberpunk 2077 ten year ago,0
daft punk???,0
wtf 226,0
adjacent,0
moi,0
"brings back memories. still remember daughter saying dad come here, got something show think going really like",1
noticed daft punk,-1
perfect people without music taste,0
6 oct,0
1999 love thick 10 year later 2009 song bring beat,1
... brain brought here?,0
"honestly, cassie looked",1
music saint row too...together power,1
stay true kanye. dont let lefty take down.,0
"daft punk, no kanye west",0
cry every time,-1
kanye west died. httpsyoutu.beubnovckw7ae,-1
actually way better without kanye!,1
yes 2020 come still cant stop listening,1
youre 2000s baby youll remember hearing spider man disney xd,0
lil tay wasnt even planned came,0
2018....dude how???,-1
like cant stop hear song,0
shout 2022 kenya,0
good song not good eminem not afarirad but peritty good repetertive though,1
kanye west gay,-1
daft punk forever king...... thumb u think me!,1
doesnt kill going die doesnt want kill not going die,-1
"etrips33 sure, youll call dumbass bvut cant find single rapper eminem white person sings anything gangsta, living 30 million doller mansion, pimping mah ride, fuck da police.",-1
listening 1997?,0
kanye ?,0
daft punk ft.kanye west thump agree,0
use interchangeably video.... also . mistakes!,-1
"hey must search channel shubham3654 1 indian rapper, big surprise 2 opinion hardest working guy 3 search channel shubham3654 see much people hate but still guy upload rap song stand tough 4 dream greatest rapper world, difficult english language not primary language but still try 5 guy true inspiration u 6 im fan",1
song choose whilst riding rip ride rockit .,1
like song best kanye west stronger,1
song awesome. sadly many retard think kanye west actually made that.,1
kanye west black guy original video. huh.,0
like everyone pointing kayne andor daft punk but anyone else realise video tribute akira?,0
heartless good 1,1
genius music. frequency,0
kanye goat! doesnt follow trends... creates them!!,-1
"okay, love song, but katakana make no sense time. seems written dyslexic person, wrong form imperative rather declarative, bits, even dictionary translator gave trying figure out.",-1
rachelmommy1 want talent...you listen kanye. daft punk quality well.,0
"right along. world need people like not afraid go 1 v thousand. world full lies, need someone look sea negativity say proudly yes, wrong.",-1
loveselena96 well yes not listening 1893 u fucking mong,-1
cannoli make stronger,1
alan video know know,0
unicorn,0
calm good,1
sml,0
stronger die,0
used shit smh,-1
ispybeats is?,0
thumbnail make nose look huuuge lmao,-1
2019 ???,0
graal online era,1
pq esse clipe lembra akira? ageuahwua,0
mein fhrer,0
one best kanyes work,1
love kanye armenia 3,1
official anthem worldwide countersemitism,0
hahahah notice 240 jew star policeman xd thought jew worst even 13 year ago ahhahaha,-1
legend come back listen masterpiece,1
anyone picture video movie??,0
timbaland beat,1
motivational songs!!! awesome,1
"seriously, displaying views?",-1
dont act like never told u!!!,-1
steal,-1
httpwww.datpiff.commixtape... check first mixtape please like click link!!!!!!!!!!!!!!!!!!!!!!!!,1
shut ur trap,-1
lil durk dropped kanye crazy music video?,0
kanye west bebeim,0
239 anyone see akira references? likey.,0
best song everrr...lol!! got miss texas 08 teen dance song,1
lovee daft!!! shutup kanye west!!!!,-1
work harder make better faster make u stronger xd,1
ht ez..kva j!!!!!xd,0
everybody saying gayfish stuff?? im confused...,-1
daft punk done dis 2001 deffo daft punk,0
"bruh guy gonna president 2020, fuck yes",-1
one remembers dad turning car back 20092011 radio?,0
032 best moment,1
daft punk doesnt vevo name.,0
daft punkgay fish,-1
2024 still feel fresh,1
forgot daft punk think,-1
heimer donger,0
watch movie never back heard song nice song,1
holycrap057 ppl know never back,-1
kanye bitch lol,-1
usdt okx pridepoleobtaintogethersecondwhenfuturemaskreviewnaturepotatobulb usdt,0
omg cassie 3,0
boo kanye get tha fuck daft punk better.,-1
.... copied daft punk!!!!!!!!!,-1
victoria secret song!,0
whats favorite song kanye west even tho old,0
"extremely pretentious claim daft punk song. ye sing daft punk track, would correct, hear harder better faster stronger doesnt mean kanye stole song",-1
akira vibes..,0
"kamilwow glad know not everyone youtube retarted. let people hate vevo pay subscription fee see youtube, but would rather not.",-1
like element nothing kanye.,0
day 70 listening stronger everyday 1 year,0
song better lift,1
callofduty273 daft punk stoopid.,-1
like glass,1
pete davidson right,1
"ok, dont understand. nurse like freak out?",-1
whenever watch think fo thats cene hangover 2.,0
yes daft punk hell yeah,-1
si taylor swift e tan buena pq no hizo esto?,0
west 2020,0
justins song actually original not rip someone elses song.,0
used legend,0
reason song reminds cyberpunk 2077,0
ok,1
mi manca un casino la canzone di freddy redd stronza su questa base,0
child used thought glass bustin fire look like absolute trash,-1
man nice song,1
wtf kanye racist take daft punksong fuck kanye thumb agree,-1
isnt litile copied even video,-1
4028?,0
behold gentlemen!!! created black man!!!,1
11 year banger real music ur weird u listen man world came,-1
feel like collab daft punk,-1
wheres daft punk???!!!,-1
gayfish?,-1
fuckin gay fish...,-1
friend made dance song younger came still remember dance made would friend but moved away family but still friend,1
whats happened kanye west...??,0
dthegs part vid part daft punk movie interstella 5555,0
nazi germany anthem ww2.,-1
21 grammys ha,0
lies4us thankyou!,1
best stronger!!!,1
also collabbed daftpunk,0
kanye kix ass!,-1
"dont hate song, hate ppl come say u heard kanye west stronger. song cool but shouldve put ft. daft punk",-1
kanye west tell something great taste music but not personality shaming young successful girl kylie jenner billie eilish taylor swift,0
greatest hip hop track ever created,1
sure!,1
miss music,-1
"think discovered song flipnote hatena. thanks, nintendo. rip satoru iwata",1
deberas de hacer algo moderno,0
rengoku,0
isso q musica se beber no case melhor filme,0
que buenos recuerdos con este temazo,1
whachout,0
greatest song ive ever heard,1
lyrical genius,0
"daftpunk184 music vid based 1980 version tron, not new one 9 year old fan now, kid.",0
pikne,0
"wow kanye cant even put feat. daft punk, ass.",-1
look harder better stronger youtube youll get really want,1
definitely expected 1billion view but hmk.,0
kanye west berlin,0
p po pol pol polsk polska polska!,0
85000 dislike hater fucking crazy. but kane didtn care haters. many people love shout care about.,-1
zajebiste...,0
"go enlighning real orr sincerliery, thonal jefferolrson kaught dwight jjk egg nog",0
fuck? tron?,-1
im big fan daft punk dont like people keep talking shit kanye stronger. song different but good too.,0
"utokakrmak first idiot go back kindergarten learn proper english. think mean dumbfuck now? saying not original saying song doesnt lyrics. original made song lyrics. daft punk made original but better. now, dumbfuck?",-1
still listening song 2 year ! thats proof huge featuring,1
strepitosaaaaaa!!!!!! 333,0
piddleass someone?,0
japanese!!,0
tail light effect puke rainbow,0
remembers never back down?,0
"graduation masterpiece,up till today. hope kanye benchmark goat rapper work towards to. but again, well probably not another rapper matching standard old kanye.",1
elad bojler!!!...narancs vagy kevertrcss mosogatgp csere rdekel..,0
guncannon109 first called sampled btw org song ..?,0
biride trk varmi der seytan ayrintida gizli sda,0
2013 !!!!,0
actually pretty cool music video .. like,1
strykerboss love,1
thumb listened daft punk!!!,-1
"left video, white square black shape it? ive seen image lot lately, but no idea is.",0
love song reminds teenage year 2009,1
love ye. sue,1
cant belive made cool song stupid song!!,-1
young female hip hop artist finland.please check video tell wat u think. need 200 subscriber get show plz help,0
supla shot,1
watching akira first time truly appreciate music video is.,1
430 a.c.?,0
song future love daft punk appears,1
"kanye, used good...",0
bump,0
"personally, think video crap",-1
"wow,he doesnt feel same. like weird o.o",-1
"..yes.. know.. know wont even continue reading this.. know dont care.. im another kid commenting video hoping grow following but.. yo.. need help.. saturated market know but rapper meaning im one !!! flip side im not boring rare rapper appeal side hiphop help swing listen , like , comment share",1
love taylorswift hate kanye,1
im appearance joe rogan,0
fake.,-1
blind? idiot? both? cant see fucking daft punk duo clip?,-1
"suddenly thought song mind go harder, faster, better, stronger. song thought.",1
fuking wanabe nigaassfuka,-1
beast,0
kto z reklamy kawy? xdddd,0
beyonces video better shit,-1
year old but still good,1
vai te fuder pedindo joinha caralho. quantos ano vc tm? 3?,0
amazing love kayne west,1
listening one ear bud aight good guess earbuds harder better fast stronger,1
pina,0
scene went airport,0
china need,0
song change life,1
december 2022,0
like fish stick mouth?,0
gonna play 1st debate.,0
cant believe almost 9 year since song came out...damn feel old! know everyone say but still say want suck,-1
2021 onee,0
eu que estou no ano 3000 decreto muuuuuito top porra!!!!!,0
1egreene,0
transmission patriot black white.,0
hate censored. great song.,-1
"shit people daft punk kanye west doesnt matter made first. enjoy music, please.",-1
haideesiao get fucking life,-1
elfen lied?,-1
boner 029,0
honestly song like saint pablo actually good... like old new kanye,1
omg love kanye ur better taylor swift. no effense taylor swift likers.,1
wtf nice,1
e madhe fare,0
??? cassie ventura?,0
jadore musec,0
"anyone remembers dsi, crazy frog anthem flipnote hattena",0
took year realize daft punk music video,-1
love kanye west !!!!!!!!!!!!,1
"heavymetalhead86 watch video, dumbass. youtube.comwatch?vkjhrzoaanvc",-1
came check music liked see everyone talking good president,1
cool song,1
fuck could put ft. daft punk,-1
10 year comment day ago still getting hundred like,0
un saludo,0
many day night danced song!!!! army,1
no idea cassie till nowo,0
rammus53 yeeee,0
steal daft punk?,-1
fell 20 foot tree shattered knee inspiration thanks kanye,1
would funny foreign language screen said something completely different lyric like kanye idiot lol stoopid american naming child northwest,-1
video like comic akira!!!,1
girl cassie 3,1
16june2009x11january2019,0
amazing men! god job,1
peopleineedsomehelpimmateenagerapperthatneeds2000subsrightnow irapisingalsoproduceicoulddoeverything peopleineedsomehelpimmateenagerapperthatneeds2000subsrightnow irapisingalsoproduceicoulddoeverything,0
based true story,0
daft punk 0!!!!!,-1
shit anyone make real shit anymore?,-1
best ever song,1
tune ?,-1
ninja turtle vibe,0
"rip kanye, missed.",0
made song panda ill fan,1
lol got daft punk app iphone,1
lov song,1
kanye genius. thatisall,1
omgitsb3ll4 true true,0
anyone else think machine look like something portal?,0
"6 year old , im 15",0
still sound like gayfish,-1
likey. derp 3.,1
favorite song love song,1
still jam october 7th!!,1
happened old kw!!!,0
look gonna come daft punk shit go listen him.... kanye west ..,-1
not really considering kanye part song...,0
goldox,0
4143 people got weaker!,-1
derek12790 ????? u going coment put famous people no one meet thoses guy,0
wow video old 11,0
bro doin twitter get med nga,-1
song true kill get stronger cuz god always,1
aid doesnt kill make stronger,0
god miss childhood,-1
man.. kanye amazing. wtf happened him.,1
original better. period.,1
auronplay!!! xdd,1
"shoulda done daft punk kanye, great song, suck not see get credit though.",0
applboar thought,0
la mejor musica sin duda,0
pyroast ummm... theyre video.,0
inspirada en akira 2023 presente,1
lacrosse coach always play conditioning cant listen song without wanting run smth,-1
make akira?,0
kanye would probably laughing tbh id like nigga crazy like itgeminis rule,0
new yeezys fucking gay!!!,-1
liked better daft punk p,1
kanye congrats ruined daft punk!,-1
daft punk kanye akira nice,1
nie dam lajka bo za duo kobiet jak czytasz pewnie jeste polakiem jak nie jeste frajerem ty tak nie rozumiesz hahaha chyba e wpiszesz ten tekst w google translator po polsku polish na jaki inny,0
kanye could akira music video,0
hit top music plus video yea lee west greatness.,1
anybody else realized ever since kanye got kim kardashian think shit dont stink,-1
song boss.,1
kanye embodiment tetsuo akira fate came true.,1
cmon ppl dont fuck kanye fucking genius xd,-1
first remember seeing music video dropped 7th grader,0
president kanye pencho. cant make shit,-1
omfg im dead,-1
song really good! but mv like... wtf?,1
woww detetcove emoji brings back memory,1
e meu tb!,0
vc estava certo tempo todo .,0
daft luck gave kayne asking,0
"produced kanye west, mike dean, timbaland intro work it, make it, it, make u harder, better, faster, stronger hook nnow ththat dont kill make stronger need hurry cause cant wait much longer know got right cause cant get much wronger man, ive waiting night thats long ya work harder, make better faster, make u stronger need right now! need right now! verse 1 let get",1
"gmpro24 fuck kanye west make song is? wasnt daft punk song wouldnt even exist, dumbass!",-1
way better daft punk version.,0
kinek jutott eszbe kd csapat?,0
daft punk represent!,0
"14,000 people not like song......... must old people",-1
"essa msica de 2007... daft punk ft. kanye west stronger sample harder, better, faster, stronger",0
2017 still luv shit.,-1
2016 going hard!,1
shimonemorillo but could also wrong. maybe japan china well 3,0
uploaded 9years ago.....??? watching really late.,-1
hi almost 2021. someone else notice rihanna image background ?,0
pllp,0
"r.i.p fra,ce hap",0
damn love song,1
take need not think need craving youre human human desire get rid desire craving go away craving go away youre going fine.,1
else team solo mid,0
"so, arent gonna say anything daft punk?",-1
"baby talking teenagers. love video, btw.",1
dad step dad special forcessas usmc im joining usmc...and song...i worked song 20 time... actually cousin lt. colonel pentagon....lt. colonel joseph winkson...came right west point age 21...he go congress 1 2 time every weekend 4 hour time...his old job planning war terror 2530 year line....hes charge entire c15 project u air,0
song different vibe.. 2021 still one best eh!!,1
happend kanye...,0
"kanye greatest right now, 5 solo albums, 21 grammys lol .. cant tell nothing..",1
daft punk collaborate him? copied them?,-1
ugg. kanye even make song sound horrible.,-1
thump dont care watch 2011 but love song,1
omg copied akira video,0
remember watching video slideshows megalodon v trex younger,0
"pedrit0s tupac didnt come man, thats saying thats around forever.",0
never back down. una forza questa canzone,0
"yeah, french people daft fucking punk.",-1
"love kanye, hope dont say anything racist!",1
"me, kanye remarkable talent making music make feel like badass?",1
fast furious!!!!!!!!!!!!!!,1
daft punk music gods.,0
still great song day.,1
tetsuooo,0
january 2019?,0
302 people felt raiding area 51,0
came gaben gaben gaben song!,0
2019,0
old song continue ringing!,1
cant believe daft punk doesnt even get credit original song.,-1
"never watched actual video hah got japanese,",0
like even though 9!!,1
look kanye come billionaire inspiration. crazy but deserves bc work want,1
isnt technically daft punk?,-1
friikkipiikki1 yeah youre right,0
"everyone daft punk video kane west stole song without permission but used chorus, changed rest",-1
doktoretenisa crap missed,-1
bar oyunda,0
240 notice star helmet,0
youve done kanye 1. whole chorus backround music daft punk 2. got really good scene akira still 3. amazing song how.,1
hey vevo go fuck yourself!,-1
adidas yeezy 350 good!,1
kayne yo like bros . bipolar . shit . must creative. people world . dont understand . but,0
gelinhojackson idk theyre not credited....,-1
wotta dope,1
13.02.2018 best song,1
daft punk healing kanye,0
jacked daft punk song,-1
like version daft punk part speeded better version original 3,1
2007 good year music,1
"damn guy? heard new song, shit fire",1
see vision,0
bangier !,0
"actor not real daft punk, kanye sampled song, daft punk doesnt nothing this.",-1
nah man thats girlfriend,0
daft punk legendary beatz,0
"im leaving comment month year someone like it, get reminded song",0
nooo listened may 1st 1776 illuminati created,0
stronger officially diamond 10x platinum. im celebrate masterpiece!,1
cest une rfrence akira,0
"watch akira, rewatch video. youll understand after.",0
bro whopper song background music,-1
esta cancion recuerda la pelicula rendirse jamas vaya hermosura de film,0
japanese. video reference movie akira japanese.,0
"cherryberry160 lol, good know.",1
reason clicked song cause daft punk background. also thing make song worth listening to.,1
"yes, people fall idiot stealing music daft punk rapping crap it, called mainstream",-1
song raisin make stronger,1
"dont listen kanye often, but love song. pretty nostalgic too.",1
anyone watching 3045,0
reason clicked showed typed harder better faster stronger,1
prefer original sing im french daft punk french,1
olum dinlediim en guzel arklardan birisi bunu ap gn dans ediyorum,0
"work harder, make better faster, make u stronger ever, hour hour work never over.",1
doesnt kill make stronger... but not everybody make second category!,1
song shoulda took tune kitten canon,0
watchdogs2,0
remember sane?,0
idiot watch video daft punk,-1
like daft punk better,0
never agreed kim sitting face rip,-1
yeeeessss,1
ore song still god everyone,1
best music already listened train mma box,1
hahaha im pretty shure 75 procesnt people know daft punk kanye..,0
dad sound exactly like kanye west raps. little literally thought dad raping time.,0
akira tweet?,0
make day look first 3 letter,1
ohhhhhhhh yes! slow moment.lol bad.,0
"umm wasnt trying save myself, whatever. seen guy video guy manuel guy white helmet. told techno system using know music better.",0
yes im still listening song 2011 say good song screw vevo though!!!!,1
grande,0
"dont mind song, but wack lyric",-1
